date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19700727,1970,70037,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PEGASE,BALLOON
19700802,1970,70038,FRANCE,FANGATAUFA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,ORION,BALLOON
19700806,1970,70039,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,1000,WEAPONS DEVELOPMENT PROGRAM,TOUCAN,BALLOON
19700906,1970,70040,USSR,SEMI KAZAKH,ISC,49.77,78.1,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19700906,1970,70065,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19701013,1970,70056,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SCREE A/A/CH,SHAFT
19701014,1970,70041,USSR,NZ RUSS,ISC,73.31,54.89,6.6,0,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19701014,1970,70042,CHINA,LOP NOR,ISC,40.92,89.4,4.6,0,0,3400,3400,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19701014,1970,70043,USA,NTS,ISC,37.03,-116,5.5,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,TIJERAS,SHAFT
19701028,1970,70057,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,TRUCHAS CH/CH/R,SHAFT
19701104,1970,70044,USSR,SEMI KAZAKH,ISC,50,77.82,5.4,0,0,0.001,20,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19701105,1970,70045,USA,NTS,ISC,36.98,-116.04,0,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,ABEYTAS,SHAFT
19701119,1970,70058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PENASCO,SHAFT
19701203,1970,70059,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CORAZON/CARRIZO,SHAFT
19701212,1970,70046,USSR,MANGY KAZAKH,ISC,43.87,54.78,6,0,0,80,80,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19701216,1970,70047,USA,NTS,ISC,37.01,-115.94,5.2,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,ARTESIA,SHAFT
19701216,1970,70048,USA,NTS,ISC,37.23,-116.05,5.1,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,AVENS A/A/A/C,SHAFT
19701216,1970,70060,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CANJILON,SHAFT
19701217,1970,70049,USSR,SEMI KAZAKH,ISC,49.73,78.17,5.4,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19701217,1970,70050,USA,NTS,ISC,37.12,-116.05,5.8,0,0,220,220,WEAPONS DEVELOPMENT PROGRAM,CARPETBAG,SHAFT
19701218,1970,70051,USA,NTS,ISC,37.12,-116.09,5.1,0,0,10,10,WEAPONS DEVELOPMENT PROGRAM,BANEBERRY,SHAFT
19701223,1970,70052,USSR,MANGY KAZAKH,ISC,43.81,54.82,6,0,0,75,75,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19710129,1971,71050,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19710322,1971,71001,USSR,SEMI KAZAKH,UGS,49.7,78.2,5.8,0,0,20,150,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19710322,1971,71051,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19710323,1971,71002,USSR,PERM RUSS,UGS,61.3,56.5,5.6,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,TAIGA,SHAFT
19710409,1971,71052,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.23,0.23,PEACEFUL NUCLEAR EXPLOSION,NA,TUNNEL
19710425,1971,71003,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.9,0,0,90,90,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19710525,1971,71004,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.2,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19710605,1971,71005,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WEAPONS DEVELOPMENT PROGRAM,DIONE,BALLOON
19710606,1971,71006,USSR,SEMI KAZAKH,UGS,50,77.8,5.5,0,0,16,16,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19710612,1971,71007,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,1000,BRITISH/FRENCH/US NUCLEAR STUDY,ENCELADE,BALLOON
19710616,1971,71008,USA,NTS,UGS,37,-116,4.9,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,EMBUDO,SHAFT
19710619,1971,71009,USSR,SEMI KAZAKH,UGS,50,77.7,5.5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19710623,1971,71010,USA,NTS,UGS,37,-116,4.8,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,LAGUNA,SHAFT
19710623,1971,71041,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,DEXTER,SHAFT
19710624,1971,71011,USA,NTS,UGS,37.1,-116.1,5.2,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,HAREBELL,SHAFT
19710629,1971,71012,USA,NTS,DOE,37,-116,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,CAMPHOR,TUNNEL
19710630,1971,71013,USSR,SEMI KAZAKH,UGS,50,79.1,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19710701,1971,71014,USA,NTS,DOE,37,-116,0,0,0,0,20,PEACEFUL NUCLEAR EXPLOSION,DIAMOND MINE,TUNNEL
19710702,1971,71015,USSR,URAL RUSS,DOE,64,55,0,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,GLOBUS,SHAFT
19710704,1971,71016,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,JAPET,BALLOON
19710708,1971,71017,USA,NTS,UGS,37.1,-116.1,5.5,0,0,83,83,PEACEFUL NUCLEAR EXPLOSION,KINIATA,SHAFT
19710709,1971,71042,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BRACKEN,SHAFT
19710710,1971,71018,USSR,URAL RUSS,UGS,64.2,55.2,5.3,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,GLOBUS,SHAFT
19710721,1971,71043,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,APODACA,SHAFT
19710804,1971,71044,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BARRANCA,SHAFT
19710805,1971,71045,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NAMA A/M,SHAFT
19710806,1971,71046,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BALTIC,SHAFT
19710808,1971,71019,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PHOEBE,BALLOON
19710814,1971,71020,FRANCE,MURUROA,UGS,-21.9,-139,4.7,0,0,0,1000,WEAPONS DEVELOPMENT PROGRAM,RHEA,BALLOON
19710818,1971,71021,USA,NTS,UGS,37.1,-116,5.4,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,ALGODONES,SHAFT
19710919,1971,71022,USSR,URAL RUSS,UGS,57.8,41.1,4.5,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,GLOBUS,SHAFT
19710922,1971,71038,USA,NTS,DIS,37.07,-115.97,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,FRIJOLES,SHAFT
19710927,1971,71023,USSR,NZ RUSS,UGS,73.4,55.1,6.4,5.2,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19710929,1971,71024,USA,NTS,UGS,37,-116,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PEDERNAL,SHAFT
19710929,1971,71047,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CHANTILLY,SHAFT
19711004,1971,71025,USSR,ARKHAN RUSS,UGS,61.6,47.1,5.1,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,GLOBUS,SHAFT
19711008,1971,71026,USA,NTS,UGS,37.1,-116,4.7,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CATHAY,SHAFT
19711009,1971,71027,USSR,SEMI KAZAKH,UGS,50,77.7,5.4,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19711014,1971,71039,USA,NTS,DIS,37.32,-116.14,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,LAGOON,SHAFT
19711021,1971,71028,USSR,SEMI KAZAKH,UGS,50,77.6,5.6,0,0,23,23,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19711022,1971,71029,USSR,ORENBG RUSS,UGS,51.6,54.5,5.3,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,SAPFIR,SHAFT
19711106,1971,71030,USA,AMCHITKA AK,UGS,51.5,179.1,6.8,5.7,0,0,5000,WEAPONS DEVELOPMENT PROGRAM,CANNIKIN,SHAFT
19711118,1971,71031,CHINA,LOP NOR,DOE,41.5,89,0,0,0,15,15,WEAPONS DEVELOPMENT PROGRAM,NA,TOWER
19711124,1971,71032,USA,NTS,DOE,37,-116,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DIAGONAL LINE,SHAFT
19711129,1971,71033,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.5,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19711130,1971,71040,USA,NTS,DIS,37.16,-116.15,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PARNASSIA,SHAFT
19711214,1971,71034,USA,NTS,UGS,37.1,-116.1,4.7,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,CHAENACTIS,SHAFT
19711214,1971,71048,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,HOSPAH,SHAFT
19711214,1971,71049,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,YERBA,SHAFT
19711215,1971,71035,USSR,SEMI KAZAKH,UGS,50,77.9,4.9,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19711222,1971,71036,USSR,AZGIR KAZAKH,UGS,47.9,48.2,6,0,0,64,64,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19711230,1971,71037,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.8,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19711230,1971,71053,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19720105,1972,72042,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MESCALERO,SHAFT
19720107,1972,72001,CHINA,LOP NOR,DOE,41.5,89,0,0,0,8,8,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19720203,1972,72036,USA,NTS,DIS,36.98,-115.81,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,COWLES,SHAFT
19720210,1972,72002,USSR,SEMI KAZAKH,UGS,50,78.9,5.5,0,0,16,16,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19720217,1972,72043,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,DIANTHUS,SHAFT
19720310,1972,72003,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19720318,1972,72004,CHINA,LOP NOR,DOE,41.5,89,0,0,0,170,170,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19720323,1972,72044,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SAPPHO,SHAFT
19720328,1972,72005,USSR,SEMI KAZAKH,UGS,49.7,78.2,5.2,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19720330,1972,72037,USA,NTS,DIS,36.97,-116.05,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ONAJA/OCATE,SHAFT
19720411,1972,72006,USSR,MARY TURKMEN,DOE,37.4,62,0,0,0,15,15,PEACEFUL NUCLEAR EXPLOSION,CRATER,SHAFT
19720419,1972,72007,USA,NTS,UGS,37.122,-116.083,4.6,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,LONGCHAMPS,SHAFT
19720419,1972,72045,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,JICARILLA,SHAFT
19720420,1972,72055,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SOVIET NUCLEAR STUDY,NA,TUNNEL
19720502,1972,72008,USA,NTS,UGS,37.2,-116.2,5,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,MISTY NORTH,TUNNEL
19720511,1972,72038,USA,NTS,DIS,37.25,-116.11,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,KARA,SHAFT
19720517,1972,72009,USA,NTS,UGS,37.12,-116.088,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ZINNIA,SHAFT
19720519,1972,72010,USA,NTS,UGS,37.004,-116.002,4.9,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MONERO,SHAFT
19720607,1972,72011,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19720607,1972,72046,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MERIDA,SHAFT
19720625,1972,72012,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,UMBRIEL,BALLOON
19720628,1972,72039,USA,NTS,DIS,37.12,-116.04,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CAPITAN,SHAFT
19720628,1972,72047,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,HAPLOPAPPUS,SHAFT
19720628,1972,72048,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TAJIQUE,SHAFT
19720630,1972,72013,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TITANIA,BALLOON
19720706,1972,72014,USSR,SEMI KAZAKH,UGS,49.7,78,4.4,0,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19720709,1972,72015,USSR,UKRAINE,DOE,0,0,0,0,0,3.8,3.8,PEACEFUL NUCLEAR EXPLOSION,FAKEL,SHAFT
19720720,1972,72016,USA,NTS,UGS,37.215,-116.183,5,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DIAMOND SCULLS,TUNNEL
19720725,1972,72040,USA,NTS,DIS,37.02,-116.03,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ATARQUE,SHAFT
19720727,1972,72017,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,OBERON,BALLOON
19720727,1972,72054,USSR,NZ RUSS,MTM,71,54,0,0,0,0.001,20,SOVIET NUCLEAR STUDY,NA,SHAFT
19720731,1972,72018,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,ARIEL,TOWER
19720809,1972,72049,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CEB/CUCH/SOL,SHAFT
19720816,1972,72019,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.2,0,0,8,8,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19720820,1972,72020,USSR,KAZAKH,UGS,49.5,48.2,5.7,0,0,6.6,6.6,PEACEFUL NUCLEAR EXPLOSION,REGION,SHAFT
19720826,1972,72021,USSR,SEMI KAZAKH,UGS,50,77,5.5,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19720828,1972,72022,USSR,NZ RUSS,UGS,73.3,55.1,6.3,4.7,0,20,1500,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19720902,1972,72023,USSR,SEMI KAZAKH,UGS,50,77.7,5.1,0,0,2,2,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19720904,1972,72024,USSR,MURM RUSS,UGS,67.7,33.4,4.6,0,0,2.1,2.1,PEACEFUL NUCLEAR EXPLOSION,DNEPR-1,TUNNEL
19720921,1972,72025,USSR,ORENBG RUSS,UGS,52.1,52,5.1,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,REGION,SHAFT
19720921,1972,72026,USA,NTS,UGS,37.082,-116.037,5.7,4.3,0,20,200,WEAPONS DEVELOPMENT PROGRAM,OSCURO,SHAFT
19720926,1972,72027,USA,NTS,UGS,37.122,-116.085,4.4,0,0,15,15,WEAPONS DEVELOPMENT PROGRAM,DELPHINIUM,SHAFT
19721003,1972,72028,USSR,KALMYK RUSS,UGS,46.8,45,5.8,0,0,6.6,6.6,PEACEFUL NUCLEAR EXPLOSION,REGION,SHAFT
19721102,1972,72029,USSR,SEMI KAZAKH,UGS,49.9,78.8,6.2,0,0,165,165,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19721109,1972,72041,USA,NTS,DIS,37.25,-116.32,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,AKBAR,SHAFT
19721109,1972,72050,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ARSENATE,SHAFT
19721117,1972,72051,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CANNA U/L,SHAFT
19721124,1972,72030,USSR,ORENBG RUSS,UGS,52.8,51.1,4.7,0,0,2.3,2.3,PEACEFUL NUCLEAR EXPLOSION,REGION,SHAFT
19721124,1972,72031,USSR,KAZAKH,UGS,51.8,64.2,5.2,0,0,6.6,6.6,PEACEFUL NUCLEAR EXPLOSION,REGION,SHAFT
19721210,1972,72032,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.7,0,0,0,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19721210,1972,72033,USSR,SEMI KAZAKH,UGS,50.1,78.8,0,0,0,140,140,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19721212,1972,72052,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TULOSO,SHAFT
19721214,1972,72053,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SOLANUM,SHAFT
19721221,1972,72034,USA,NTS,UGS,37.14,-116.083,5,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,FLAX SOURCE,SHAFT
19721221,1972,72056,USA,NTS,DOE,37,-116,0,0,0,0,200,BRITISH/FRENCH/US NUCLEAR STUDY,FLAX T/B,SHAFT
19721228,1972,72035,USSR,SEMI KAZAKH,DOE,51.7,77.2,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19730214,1973,73035,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ALUMROOT,SHAFT
19730216,1973,73001,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.6,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19730308,1973,73002,USA,NTS,UGS,37.103,-116.027,5.4,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,MIERA,SHAFT
19730323,1973,73036,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GAZOOK,SHAFT
19730405,1973,73037,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NATOMA,SHAFT
19730419,1973,73003,USSR,SEMI KAZAKH,UGS,50,77.7,5.4,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19730425,1973,73004,USA,NTS,UGS,37.005,-116.028,4.7,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ANGUS/VELARDE,SHAFT
19730426,1973,73005,USA,NTS,UGS,37.123,-116.059,5.6,0,0,90,90,WEAPONS DEVELOPMENT PROGRAM,STARWORT,SHAFT
19730426,1973,73038,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,COLMOR,SHAFT
19730509,1973,73039,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MESITA,SHAFT
19730517,1973,73006,USA,RIFLE CO,UGS,39.793,-108.366,5.4,4.1,0,33,33,PEACEFUL NUCLEAR EXPLOSION,RIO BLANCO 1-3,SHAFT
19730524,1973,73007,USA,NTS,DOE,37.18,-116.09,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CABRESTO,SHAFT
19730524,1973,73008,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,KASHAN,SHAFT
19730605,1973,73009,USA,NTS,UGS,37.185,-116.215,5.1,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,DIDO QUEEN,TUNNEL
19730606,1973,73010,USA,NTS,UGS,37.245,-116.346,6.1,0,0,200,1000,WEAPONS DEVELOPMENT PROGRAM,ALMENDRO,SHAFT
19730621,1973,73011,USA,NTS,UGS,37.1,-116,5.3,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,POTRILLO,SHAFT
19730627,1973,73012,CHINA,LOP NOR,UGS,40.6,89.5,4.8,0,0,0,0,WEAPONS DEVELOPMENT PROGRAM,NA,AIRDROP
19730628,1973,73013,USA,NTS,UGS,37.148,-116.086,4.9,0,0,20,200,WEAPONS DEVELOPMENT PROGRAM,PORTULACA,SHAFT
19730628,1973,73014,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SILEKE,SHAFT
19730710,1973,73015,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.4,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19730721,1973,73016,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,EUTERPE,BALLOON
19730723,1973,73017,USSR,SEMI KAZAKH,UGS,50,78.9,6.3,4.7,0,150,1500,PEACEFUL NUCLEAR EXPLOSION,NA,SHAFT
19730728,1973,73018,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MELPOMENE,BALLOON
19730815,1973,73019,USSR,KAZAKH,UGS,42.7,67.4,5.3,0,0,6.3,6.3,PEACEFUL NUCLEAR EXPLOSION,MERIDIAN,SHAFT
19730818,1973,73020,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PALLAS,BALLOON
19730824,1973,73021,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PARTHENOPE,BALLOON
19730828,1973,73022,USSR,KAZAKH,UGS,50.5,68.4,5.3,0,0,6.3,6.3,PEACEFUL NUCLEAR EXPLOSION,MERIDIAN,SHAFT
19730828,1973,73034,FRANCE,W MURUROA,DIS,-22,-140,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,TAMARA,AIRDROP
19730912,1973,73023,USSR,NZ RUSS,UGS,73.3,55.2,6.8,5,0,150,10000,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19730913,1973,73045,FRANCE,MURUROA,SPA,-22,-139,0,0,0,0,0,WEAPONS DEVELOPMENT PROGRAM,VESTA,TOWER
19730919,1973,73024,USSR,KAZAKH,UGS,45.6,67.8,5.2,0,0,6.3,6.3,PEACEFUL NUCLEAR EXPLOSION,MERIDIAN,SHAFT
19730920,1973,73046,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19730927,1973,73025,USSR,NZ RUSS,UGS,70.8,53.9,6,4.9,0,20,150,SOVIET NUCLEAR STUDY,NA,SHAFT
19730930,1973,73026,USSR,ORENBG RUSS,UGS,51.6,54.6,5.2,0,0,10,10,PEACEFUL NUCLEAR EXPLOSION,SAPFIR,SHAFT
19731002,1973,73040,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,POLYGONUM,SHAFT
19731002,1973,73041,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,WALLER,SHAFT
19731012,1973,73027,USA,NTS,UGS,37.2,-116.203,4.8,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,HUSCY ACE,TUNNEL
19731026,1973,73028,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.3,4.4,0,0.001,20,BRITISH/FRENCH/US NUCLEAR STUDY,NA,TUNNEL
19731026,1973,73029,USSR,BASHKIR RUSS,UGS,53.7,55.4,4.8,0,0,10,10,PEACEFUL NUCLEAR EXPLOSION,KAMA 2,SHAFT
19731027,1973,73030,USSR,NZ RUSS,UGS,70.8,54.2,6.9,5.5,0,1500,10000,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19731104,1973,73047,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19731128,1973,73031,USA,NTS,UGS,36.9,-116,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19731212,1973,73032,USA,NTS,DOE,37.06,-116.57,4.4,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PAJARA,SHAFT
19731213,1973,73042,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,SEAFOAM,SHAFT
19731214,1973,73033,USSR,SEMI KAZAKH,UGS,50,79,6,4.4,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,SHAFT
19731219,1973,73043,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,ELIDA,SHAFT
19731219,1973,73044,USA,NTS,DOE,37,-116,0,0,0,0,20,US/FRANCE NUCLEAR SAFETY TESTING,SPAR,SHAFT
19731231,1973,73048,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,TUNNEL
19740110,1974,74044,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,PINEDROPS S/T/B,SHAFT
